stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
n9310410946,,Mattiyambalam,,9.9055246,76.2810279,,,0,,,0
n9310410947,,Mattiyambalam,,9.9055173,76.2811071,,,0,,,0
n9310410948,,Perumpadappu,,9.9031895,76.2817267,,,0,,,0
n9310410949,,[stop],,9.8983978,76.2835425,,,0,,,0
n9310410950,,St Joseph Church,,9.8962034,76.2841138,,,0,,,0
n9310410951,,St Joseph Church,,9.8963064,76.2841809,,,0,,,0
n9310410958,,Koyabazar,,9.8938993,76.2845255,,,0,,,0
n9310410959,,Kumbalagi North,,9.8914445,76.2851371,,,0,,,0
n9310410960,,Ettungal,,9.8892421,76.2853973,,,0,,,0
n9310410961,,Ettungal,,9.8893042,76.2854885,,,0,,,0
n9310410962,,Old Post Office,,9.8878192,76.286049,,,0,,,0
n9310410963,,Compression Mukk,,9.8856366,76.286611,,,0,,,0
n9310410964,,Compression Mukk,,9.8856921,76.2867317,,,0,,,0
n9310410965,,Illikal,,9.8828463,76.286847,,,0,,,0
n9310410966,,Government Hospital,,9.8804337,76.2872869,,,0,,,0
n9310410967,,Government Hospital,,9.8804919,76.2874129,,,0,,,0
n9310410968,,Pooppana Kunnu,,9.8765731,76.2886119,,,0,,,0
n9310410969,,Pooppana Kunnu,,9.8765943,76.2887299,,,0,,,0
n9310410970,,Convent Junction,,9.8734894,76.2897679,,,0,,,0
n9310410971,,Convent Junction,,9.873566,76.2896204,,,0,,,0
n9310410972,,SNDP,,9.8709076,76.2903848,,,0,,,0
n9310410973,,SNDP,,9.8710186,76.2904894,,,0,,,0
n9310410981,,Priyadarshini,,9.8689998,76.2908193,,,0,,,0
n9310410983,,Malattu,,9.865435,76.2915221,,,0,,,0
n9310410984,,Malattu,,9.8655512,76.2916696,,,0,,,0
n9310410985,,Pazhangadu,,9.8629298,76.2919164,,,0,,,0
n9310410986,,Chathayam,,9.8554988,76.2934399,,,0,,,0
n9310410987,,Chathayam,,9.8555491,76.2935445,,,0,,,0
n9310410988,,Pazhangadu Junction,,9.8611557,76.2924561,,,0,,,0
n9310410989,,Pazhangadu Junction,,9.8610679,76.2923901,,,0,,,0
n9310410990,,NKN Hospital,,9.858479,76.2927467,,,0,,,0
n9310410991,,Kumbalangi South,,9.8541028,76.2937533,,,0,,,0
n9310410992,,Kumbalangi,,9.8512321,76.2939311,,,0,,,0
n9310410993,,Ajantha,,9.9521427,76.2476022,,,0,,,0
n9310588323,,Vyttila,,9.9685944,76.3174,,,0,,,0
n9310588324,,Convent,,9.9966079,76.3145006,,,0,,,0
n9310588325,,Vaishali,,9.9875494,76.3160254,,,0,,,0
n9310588327,,Vyttila,,9.9702362,76.3183837,,,0,,,0
n9310588330,,Ravipuram,,9.9589388,76.2888144,,,0,,,0
