route_id,stop_point_id,stop_point_index
r10523911,n7052794270,55
r10523911,n7052794253,56
r10524079,n7099969098,1
r10524079,n9385536952,2
r10524079,n9385536955,3
r10524079,n9385536957,4
r10524079,n7019570862,5
r10524079,n7019570857,6
r10524079,n7019570856,7
r10524079,n7019570854,8
r10524079,n7019483220,9
r10524079,n3870727313,10
r10524079,n7080379200,11
r10524079,n7018599468,12
r10524079,n7018945497,13
r10524079,n7083824553,14
r10524079,n7021264006,15
r10524079,n7052794274,16
r10524079,n7021264003,17
r10524079,n7052794272,18
r10524079,n7086058489,19
r10524079,n7052794270,20
r10524079,n7052794253,21
r10524080,n7052794252,1
r10524080,n5756729629,2
r10524080,n7086058490,3
r10524080,n7052794271,4
r10524080,n7021264004,5
r10524080,n7052794273,6
r10524080,n7021264005,7
r10524080,n7083824552,8
r10524080,n6864553692,9
r10524080,n7018599469,10
r10524080,n7083824551,11
r10524080,n7018735456,12
r10524080,n7019483219,13
r10524080,n3870727315,14
r10524080,n7019570855,15
r10524080,n7019570858,16
r10524080,n7019570863,17
r10524080,n9385536956,18
r10524080,n9385536954,19
r10524080,n9385536953,20
r10524080,n9385536951,21
r10524210,n9300383986,1
r10524210,n9300383987,2
r10524211,n9300383987,1
r10524211,n9300383986,2
r10525435,n9376551048,1
r10525435,n9162332253,2
r10525435,n9162332251,3
r10525435,n9162332249,4
r10525435,n9162332247,5
r10525435,n9162332245,6
r10525435,n9162332243,7
r10525435,n9162332241,8
r10525435,n4729063219,9
r10525435,n7019490009,10
r10525435,n2928886789,11
r10525435,n6859298874,12
r10525435,n4729063228,13
r10525435,n7019570874,14
r10525435,n7019570872,15
r10525435,n7019489991,16
r10525435,n8562986962,17
r10525435,n7019570867,18
r10525435,n7019570864,19
r10525435,n7019570862,20
r10525435,n7019570857,21
r10525435,n7019570856,22
r10525435,n7019570854,23
r10525435,n7019483220,24
r10525435,n3870727313,25
r10525435,n7080379200,26
r10525435,n7018599468,27
r10525435,n7018945497,28
r10525435,n7083824553,29
r10525435,n7021264006,30
r10525435,n7052794274,31
r10525435,n9334239959,32
r10525435,n7097918159,33
r10525435,n7097918160,34
r10525435,n9310076226,35
r10525435,n982135818,36
r10525435,n9310076225,37
r10525435,n7097918161,38
r10525435,n7021264003,39
r10525435,n7052794272,40
r10525435,n7086058489,41
r10525435,n7052794270,42
r10525435,n7052794253,43
r10525436,n7052794252,1
r10525436,n5756729629,2
r10525436,n7086058490,3
r10525436,n7052794271,4
r10525436,n7097918159,5
r10525436,n7097918160,6
r10525436,n9310076226,7
r10525436,n982135818,8
r10525436,n9310076225,9
r10525436,n7097918161,10
r10525436,n7021264004,11
r10525436,n9334239960,12
r10525436,n7052794273,13
r10525436,n7021264005,14
r10525436,n7083824552,15
r10525436,n6864553692,16
r10525436,n7018599469,17
r10525436,n7083824551,18
r10525436,n7018735456,19
r10525436,n7019483219,20
r10525436,n3870727315,21
r10525436,n7019570855,22
r10525436,n7019570858,23
r10525436,n7019570863,24
r10525436,n4729063558,25
r10525436,n7019570866,26
r10525436,n7019570868,27
r10525436,n7019570870,28
r10525436,n7019570871,29
r10525436,n7019570873,30
r10525436,n7019570875,31
r10525436,n7019489996,32
r10525436,n7019570876,33
r10525436,n7294644885,34
r10525436,n9162332240,35
r10525436,n9162332242,36
r10525436,n9162332244,37
r10525436,n9162332246,38
r10525436,n9162332248,39
r10525436,n9162332250,40
r10525436,n9162332252,41
r10525436,n9162332254,42
r10525436,n7099984219,43
r10528761,n4694147800,1
r10528761,n7102015148,2
r10528761,n7102015146,3
r10528761,n7102015143,4
r10528761,n7102015142,5
r10528761,n7102015140,6
r10528761,n7102015091,7
r10528761,n7102015090,8
r10528761,n7102015088,9
r10528761,n7102015086,10
r10528761,n7098248602,11
r10528761,n7098248601,12
r10528761,n7098248599,13
r10528761,n7019609353,14
r10528761,n7052794240,15
r10528761,n7084389851,16
r10528761,n7052794241,17
r10528761,n7052794244,18
r10528761,n7052794250,19
r10528761,n4665138939,20
r10528761,n2780917203,21
r10528761,n2965446278,22
r10528761,n7099924088,23
r10528762,n7099924088,1
r10528762,n3711605443,2
r10528762,n3676244647,3
r10528762,n1049713241,4
r10528762,n7052794251,5
r10528762,n7052794245,6
r10528762,n7052794242,7
r10528762,n7084389852,8
r10528762,n1049713235,9
r10528762,n7098248597,10
r10528762,n7098248598,11
r10528762,n7098248600,12
r10528762,n7098248603,13
r10528762,n7102015085,14
r10528762,n7102015087,15
r10528762,n7102015089,16
r10528762,n7102015092,17
r10528762,n7102015139,18
r10528762,n7102015141,19
r10528762,n7102015144,20
r10528762,n7102015145,21
r10528762,n7102015147,22
r10528762,n4694147800,23
r10592287,n4694147800,1
r10592287,n9334232668,2
r10592287,n7102015148,3
r10592287,n9334232666,4
r10592287,n7102015146,5
r10592287,n9334232665,6
r10592287,n7102015143,7
r10592287,n7102015142,8
r10592287,n7102015140,9
r10592287,n7102015091,10
r10592287,n7102015090,11
r10592287,n7102015088,12
r10592287,n7102015086,13
r10592287,n8570516188,14
r10592287,n7098248602,15
r10592287,n7098248601,16
r10592287,n7098248599,17
r10592287,n9334232657,18
r10592287,n7019697468,19
r10592287,n7019609351,20
r10592287,n7019609349,21
r10592287,n4729063216,22
r10592287,n7019609346,23
r10592287,n7052794239,24
r10592287,n7019609345,25
r10592287,n7019540815,26
r10592287,n7019540813,27
r10592287,n7019500475,28
r10592287,n7019500471,29
r10592287,n7019500464,30
r10592287,n7019490060,31
r10592287,n7019490057,32
r10592287,n4729546009,33
r10592287,n7019490053,34
r10592287,n7019490048,35
r10592287,n4729063219,36
r10592287,n7019490009,37
r10592287,n2928886789,38
r10592287,n6859298874,39
r10592287,n4729063228,40
r10592287,n7019570874,41
r10592287,n7019570872,42
r10592287,n7019489991,43
r10592287,n8562986962,44
r10592287,n7019570867,45
r10592287,n7019570864,46
r10592287,n7019570862,47
r10592287,n7019570857,48
r10592287,n7019570856,49
r10592287,n7019570854,50
r10592287,n9310076228,51
r10592287,n7019483220,52
r10592287,n3870727313,53
r10592287,n7080379200,54
r10592287,n9334239964,55
r10592287,n7018599468,56
r10592287,n7018945497,57
r10592287,n7083824553,58
r10592287,n9334239962,59
r10592287,n7021264006,60
r10592287,n7052794274,61
r10592287,n9334239959,62
r10592287,n7097918159,63
r10592287,n7097918160,64
r10592287,n9310076226,65
r10592287,n982135818,66
r10592287,n9310076225,67
r10592287,n7097918161,68
r10592287,n7021264003,69
r10592287,n7052794272,70
r10592287,n7086058489,71
r10592287,n7052794270,72
r10592287,n7052794253,73
r10592288,n7052794252,1
r10592288,n5756729629,2
r10592288,n7086058490,3
r10592288,n7052794271,4
r10592288,n7097918159,5
r10592288,n7097918160,6
r10592288,n9310076226,7
r10592288,n982135818,8
r10592288,n9310076225,9
r10592288,n7097918161,10
r10592288,n7021264004,11
r10592288,n9334239960,12
r10592288,n7052794273,13
r10592288,n7021264005,14
r10592288,n9334239961,15
r10592288,n7083824552,16
r10592288,n6864553692,17
r10592288,n7018599469,18
r10592288,n9334239963,19
r10592288,n7083824551,20
r10592288,n7018735456,21
r10592288,n7019483219,22
r10592288,n9310076227,23
r10592288,n3870727315,24
r10592288,n7019570855,25
r10592288,n7019570858,26
r10592288,n7019570863,27
r10592288,n4729063558,28
r10592288,n7019570866,29
r10592288,n7019570868,30
r10592288,n7019570870,31
r10592288,n7019570871,32
r10592288,n7019570873,33
r10592288,n7019570875,34
r10592288,n7019489996,35
r10592288,n7019570876,36
r10592288,n7294644885,37
r10592288,n7019490039,38
r10592288,n4729063048,39
r10592288,n7019490052,40
r10592288,n7019490054,41
r10592288,n7019490058,42
r10592288,n7019490059,43
r10592288,n7019500465,44
r10592288,n7019500470,45
r10592288,n7019500474,46
r10592288,n6895227823,47
r10592288,n6895265704,48
r10592288,n7019609344,49
r10592288,n7019609347,50
r10592288,n4729063046,51
r10592288,n7019609343,52
r10592288,n7019609348,53
r10592288,n6914445924,54
r10592288,n7098248597,55
r10592288,n9334232656,56
r10592288,n7098248598,57
r10592288,n7098248600,58
r10592288,n7098248603,59
r10592288,n9334232661,60
r10592288,n7102015085,61
r10592288,n7102015087,62
r10592288,n7102015089,63
r10592288,n7102015092,64
r10592288,n7102015139,65
r10592288,n7102015141,66
r10592288,n7102015144,67
r10592288,n9334232664,68
r10592288,n7102015145,69
r10592288,n9334232667,70
r10592288,n7102015147,71
r10592288,n9334232669,72
r10592288,n4694147800,73
r12376660,n7099924088,1
r12376660,n3711605443,2
r12376660,n3676244647,3
r12376660,n4731124415,4
r12376660,n8466849115,5
r12376660,n8466849114,6
r12376660,n8466849113,7
r12376660,n8466849104,8
r12376660,n8466849093,9
r12376660,n7099579495,10
r12376660,n7102128835,11
r12376660,n8466849073,12
r12376660,n8466849070,13
r12376660,n8466849069,14
r12376660,n8466849062,15
r12376660,n8466853334,16
r12376660,n9388127563,17
r12376660,n8466849058,18
r12376660,n8466849055,19
r12376660,n9388127565,20
r12376660,n9388127567,21
r12376660,n9388127569,22
r12376660,n8465727153,23
r12376735,n8466853333,1
r12376735,n9388127570,2
r12376735,n9388127568,3
r12376735,n9388127566,4
r12376735,n8466849056,5
r12376735,n8466849059,6
r12376735,n9388127564,7
r12376735,n7172652013,8
r12376735,n8466849063,9
r12376735,n8466849068,10
r12376735,n8466849071,11
r12376735,n8466849072,12
r12376735,n7102128834,13
r12376735,n7099505375,14
r12376735,n8466849092,15
r12376735,n8466849105,16
r12376735,n8466849111,17
r12376735,n7102134354,18
r12376735,n4665138939,19
r12376735,n2780917203,20
r12376735,n2965446278,21
r12376735,n7099924088,22
r13478964,n7099924088,1
r13478964,n3711605443,2
r13478964,n3676244647,3
r13478964,n4731124415,4
r13478964,n1049713241,5
r13478964,n7052794251,6
r13478964,n9283279478,7
r13478964,n9283279477,8
r13478964,n9283279476,9
r13478964,n9283279475,10
r13478964,n9283279474,11
r13478964,n9283279473,12
r13478964,n9283279472,13
r13478964,n9283279471,14
r13478964,n9283279470,15
r13478964,n9283279469,16
r13478964,n9283279468,17
r13478964,n9283279467,18
r13478964,n9283279466,19
r13478964,n9283279465,20
r13478964,n9283279464,21
r13478964,n9283279463,22
r13478964,n9283279462,23
r13479120,n9283451338,1
r13479120,n9283451337,2
r13479120,n9283451336,3
r13479120,n9283451335,4
r13479120,n9283451334,5
r13479120,n9283451333,6
r13479120,n9283451332,7
r13479120,n9283451331,8
r13479120,n8661859529,9
r13479120,n9283451330,10
r13479120,n9283451329,11
r13479120,n9283451326,12
r13479120,n9283451324,13
r13479120,n9283451341,14
r13479120,n9283451340,15
r13479120,n9283451339,16
r13479120,n7052794244,17
r13479120,n7052794250,18
r13479120,n4665138939,19
r13479120,n2780917203,20
r13479120,n2965446278,21
r13479120,n7099924088,22
r13489072,n7475665490,1
r13489072,n9291092511,2
r13489072,n9290900858,3
r13489072,n9290900857,4
r13489072,n9290900863,5
r13489072,n9290900862,6
r13489072,n9290900868,7
r13489072,n6604480384,8
r13489072,n6604489386,9
r13489072,n9290900865,10
r13489072,n6604465434,11
r13489072,n9310410937,12
r13489072,n9290900852,13
r13489072,n7464400088,14
r13489072,n9290900851,15
r13489072,n9290900853,16
r13489072,n9290900864,17
r13489072,n9290900849,18
r13489072,n9290900856,19
r13489072,n9290900848,20
r13489072,n9290900850,21
r13489072,n6300587285,22
r13489072,n6300587385,23
r13489072,n9290900855,24
r13489072,n2391343057,25
r13489072,n9290900866,26
r13489072,n2391343017,27
r13489072,n9290900854,28
r13489072,n9310410993,29
r13489072,n8668955468,30
r13489072,n8668983327,31
r13489072,n6300587388,32
r13489072,n9290900860,33
r13489072,n4639553292,34
r13489072,n4639553293,35
r13489072,n6300587389,36
r13489072,n9290900859,37
r13489072,n9290900861,38
r13489398,n9290900861,1
r13489398,n9291092497,2
r13489398,n9291092492,3
r13489398,n9291092503,4
r13489398,n5756729631,5
r13489398,n9291092489,6
r13489398,n9291092507,7
r13489398,n8668982935,8
r13489398,n8668993731,9
r13489398,n9301209755,10
r13489398,n9291092488,11
r13489398,n2391343016,12
r13489398,n2391343018,13
r13489398,n2391343019,14
r13489398,n9291092510,15
r13489398,n7500481958,16
r13489398,n9291092500,17
r13489398,n9291092496,18
r13489398,n8514334796,19
r13489398,n9291092509,20
r13489398,n8494116518,21
r13489398,n8494116519,22
r13489398,n9364011695,23
r13489398,n9291092483,24
r13489398,n9291092506,25
r13489398,n9291092502,26
r13489398,n9291092501,27
r13489398,n9291092494,28
r13489398,n9310410936,29
r13489398,n6604465433,30
r13489398,n9291092498,31
r13489398,n6575215866,32
r13489398,n9291092508,33
r13489398,n9291092491,34
r13489398,n9291092495,35
r13489398,n9291092499,36
r13489398,n9291092505,37
r13489398,n9291092493,38
r13489398,n9291092485,39
r13497146,n7052794252,1
r13497146,n5756729629,2
r13497146,n9297193980,3
r13497146,n9297194000,4
r13497146,n9297193999,5
r13497146,n9297193998,6
r13497146,n9297193992,7
r13497146,n9297193989,8
r13497146,n9297193988,9
r13497146,n9297193987,10
r13497146,n9297193986,11
r13497146,n9297193985,12
r13497146,n9297193984,13
r13497384,n9297289181,1
r13497384,n9297289180,2
r13497384,n9297289179,3
r13497384,n9297289178,4
r13497384,n9297289177,5
r13497384,n9297289176,6
r13497384,n9297289175,7
r13497384,n9297289174,8
r13497384,n9297289173,9
r13497384,n9297289172,10
r13497384,n9297289171,11
r13497384,n7052794270,12
r13497384,n7052794253,13
r13498564,n8677019617,1
r13498564,n9300383988,2
r13498564,n9300383994,3
r13498564,n9300384001,4
r13498565,n9300384000,1
r13498565,n9300383994,2
r13498565,n9300383988,3
r13498565,n8677019617,4
r13498740,n9300383988,1
r13498740,n9300384001,2
r13498741,n9300384001,1
r13498741,n9300383988,2
r13498855,n9300383988,1
r13498855,n9300383994,2
r13498855,n9300384000,3
r13498856,n9300384000,1
r13498856,n9300383994,2
r13498856,n9300383988,3
r13500566,n9280367799,1
r13500566,n9300974365,2
r13500566,n9310588323,3
r13500566,n9300974355,4
r13500566,n7068947210,5
r13500566,n7131595937,6
r13500566,n9300974362,7
r13500566,n8498628873,8
r13500566,n9310588330,9
r13500566,n7131609339,10
r13500566,n7131609340,11
r13500566,n9259132617,12
r13500566,n9265640217,13
r13500566,n5240431892,14
r13500566,n8463175621,15
r13500566,n8668423966,16
r13500566,n8668423952,17
r13500566,n8668423968,18
r13500566,n8463175619,19
r13500566,n9300974358,20
r13500566,n8463147715,21
r13500566,n8463147707,22
r13500566,n9352281214,23
r13500566,n8463147704,24
r13500566,n9300974354,25
r13500566,n9300974353,26
r13500566,n9300974351,27
r13500566,n2580734253,28
r13500566,n5757830543,29
r13500566,n2580734682,30
r13500566,n9310588324,31
r13500566,n5757830551,32
r13500566,n9300974347,33
r13500566,n5757830549,34
r13500566,n9258708871,35
r13500566,n9258708870,36
r13500566,n9310588327,37
r13500566,n9280367799,38
r13500672,n4769436235,1
r13500672,n5757830554,2
r13500672,n5757830552,3
r13500672,n9309110554,4
r13500672,n9309110553,5
r13500672,n9309110552,6
r13500672,n9309110551,7
r13500672,n9309110535,8
r13500672,n8463147703,9
r13500672,n9182595066,10
r13500672,n8463147706,11
r13500672,n2780838959,12
r13500672,n8463147714,13
r13500672,n8463147716,14
r13500672,n8463175618,15
r13500672,n8463175620,16
r13500672,n5145335691,17
r13500672,n8668423951,18
r13500672,n3886536252,19
r13500672,n2712142797,20
r13500672,n4753199419,21
r13500672,n7175749744,22
r13500672,n7060336594,23
r13500672,n4561240974,24
r13500672,n9310003823,25
r13500672,n7130769338,26
r13500672,n9309110549,27
r13500672,n2712147178,28
r13500672,n7130826462,29
r13500672,n5379782848,30
r13500672,n7175749752,31
r13500672,n7068947211,32
r13500672,n7175922504,33
r13500672,n9345870247,34
r13500672,n9280367798,35
r13500934,n9290900861,1
r13500934,n9291092497,2
r13500934,n9291092492,3
r13500934,n9291092503,4
r13500934,n5756729631,5
r13500934,n9291092489,6
r13500934,n9291092507,7
r13500934,n8668982935,8
r13500934,n8668993731,9
r13500934,n9301209755,10
r13500934,n9291092488,11
r13500934,n2391343016,12
r13500934,n2391343018,13
r13500934,n2391343019,14
r13500934,n9291092510,15
r13500934,n7500481958,16
r13500934,n9291092500,17
r13500934,n9291092496,18
r13500934,n8514334796,19
r13500934,n9291092509,20
r13500934,n8494116518,21
r13500934,n8494116519,22
r13500934,n9291092483,23
r13500934,n9291092506,24
r13500934,n9291092502,25
r13500934,n9291092501,26
r13500934,n9291092494,27
r13500934,n9310410935,28
r13500934,n9310410939,29
r13500934,n9301209753,30
r13500934,n9310410947,31
r13500934,n9301209752,32
r13500934,n9301209751,33
r13500934,n9310410951,34
r13500934,n9301209750,35
r13500934,n9301209749,36
r13500934,n9310410961,37
r13500934,n9301209748,38
r13500934,n9310410964,39
r13500934,n9301209747,40
r13500934,n9310410967,41
r13500934,n9310410969,42
r13500934,n9310410970,43
r13500934,n9310410973,44
r13500934,n9301209744,45
r13500934,n9310410984,46
r13500934,n9301209743,47
r13500934,n9310410988,48
r13500934,n9301209742,49
r13500934,n9310410987,50
r13500934,n9301209741,51
r13500934,n9301209740,52
r13500935,n9310410992,1
r13500935,n9310410991,2
r13500935,n9310410986,3
r13500935,n9310410990,4
r13500935,n9310410989,5
r13500935,n9310410985,6
r13500935,n9310410983,7
r13500935,n9310410981,8
r13500935,n9310410972,9
r13500935,n9310410971,10
r13500935,n9310410968,11
r13500935,n9310410966,12
r13500935,n9310410965,13
r13500935,n9310410963,14
r13500935,n9310410962,15
r13500935,n9310410960,16
r13500935,n9310410959,17
r13500935,n9310410958,18
r13500935,n9310410950,19
r13500935,n9310410949,20
r13500935,n9310410948,21
r13500935,n9310410946,22
r13500935,n9310410941,23
r13500935,n9310410938,24
r13500935,n9310410937,25
r13500935,n9290900852,26
r13500935,n7464400088,27
r13500935,n9290900851,28
r13500935,n9290900853,29
r13500935,n9290900864,30
r13500935,n9290900849,31
r13500935,n9290900856,32
r13500935,n9290900848,33
r13500935,n9290900850,34
r13500935,n6300587285,35
r13500935,n6300587385,36
r13500935,n9290900855,37
r13500935,n2391343057,38
r13500935,n9290900866,39
r13500935,n2391343017,40
r13500935,n9290900854,41
r13500935,n9310410993,42
r13500935,n8668955468,43
r13500935,n8668983327,44
r13500935,n6300587388,45
r13500935,n9290900860,46
r13500935,n4639553292,47
r13500935,n4639553293,48
r13500935,n6300587389,49
r13500935,n9290900859,50
r13500935,n9290900861,51
r13510566,n9318077927,1
r13510566,n9318077924,2
r13510566,n9318037205,3
r13510566,n9318077923,4
r13510566,n9318077922,5
r13510566,n9318077921,6
r13510566,n9318037198,7
r13510566,n9318077920,8
r13510566,n9318077919,9
r13510566,n9318077918,10
r13510566,n9258708873,11
r13510566,n9318037216,12
r13510566,n9318037215,13
r13510566,n4548830490,14
r13510566,n5757830534,15
r13510566,n7469340151,16
r13510566,n5757830535,17
r13510566,n9318037214,18
r13510566,n8463147695,19
r13510566,n7500983390,20
r13510566,n9182595060,21
r13510566,n8761802995,22
r13510566,n8463147701,23
r13510566,n8463147702,24
r13510566,n9309110535,25
r13510566,n8463147703,26
r13510566,n9182595066,27
r13510566,n8463147706,28
r13510566,n8463147714,29
r13510566,n8463147716,30
r13510566,n8463175618,31
r13510566,n8463175620,32
r13510566,n5145335691,33
r13510566,n8668423951,34
r13510566,n3886536252,35
r13510566,n2712142797,36
r13510566,n4753199419,37
r13510566,n7175749744,38
r13510566,n7060336594,39
r13510566,n4561240974,40
r13510566,n9310003823,41
r13510566,n9318037213,42
