line_id,route_id,stop_point_id,stop_point_index,name
r13478965,r13479120,n9283451324,13,Thaiveypu
r13478965,r13479120,n9283451341,14,mosco
r13478965,r13479120,n9283451340,15,shappupady
r13478965,r13479120,n9283451339,16,ambala padi
r13478965,r13479120,n7052794244,17,Perumpadanna
r13478965,r13479120,n7052794250,18,Prabhus
r13478965,r13479120,n4665138939,19,KMK Jn
r13478965,r13479120,n9283451337,2,club padi
r13478965,r13479120,n2780917203,20,Kerala State Road Transport Corporation Bus Stand
r13478965,r13479120,n2965446278,21,Chendamangalam Junction
r13478965,r13479120,n7099924088,22,Paravur private bus stand
r13478965,r13479120,n9283451336,3,palli
r13478965,r13479120,n9283451335,4,kadakkara kavala
r13478965,r13479120,n9283451334,5,ayyappilly
r13478965,r13479120,n9283451333,6,bypass jn
r13478965,r13479120,n9283451332,7,panchayathu padi
r13478965,r13479120,n9283451331,8,kundakkavu
r13478965,r13479120,n8661859529,9,ice plant
