stop_point_id,name,latitude,longitude,local_ref,wheelchair,shelter
n9347272384,Kendriya Vidhyalayam,10.0651261,76.3317224,,,yes
n9347272385,Ambalapady,10.0671309,76.3377791,,,no
n9347272386,Ambalapady,10.0671742,76.3377687,,,no
n9347272387,Peringazha,10.0686544,76.342236,,,no
n9347272388,Peringazha,10.0685831,76.3422044,,,no
n9347272389,Ayudha Vihar,10.068012,76.3457044,,,yes
n9347272390,Ayudha Vihar,10.0680906,76.345696,,,no
n9347272391,Shanthigiri,10.0670236,76.3519744,,,no
n9347272392,Shanthigiri,10.0669662,76.3519107,,,no
n9347272404,Pullalikkara,10.0665925,76.3540202,,,no
n9347272405,Pullalikkara,10.0665106,76.354102,,,no
n9347272406,NAD Signal,10.0665529,76.3563323,,,no
n9347272407,NAD Signal,10.0664499,76.3564208,,,no
n9347272408,Chaleppally,10.065138,76.3595147,,,yes
n9347272409,Chaleppally,10.06507,76.3595261,,,yes
n9347272410,Thorappu Junction,10.0639143,76.3624028,,,no
n9347272411,Thorappu Junction,10.0638961,76.3623237,,,no
n9347272412,Kuzhikkattukara,10.06418,76.363695,,,yes
n9347272413,Kuzhikkattukara,10.0641457,76.3635756,,,yes
n9347272414,Varnam Nagar,10.0672501,76.3629976,,,no
n9347272415,Varnam Nagar,10.0673128,76.3630673,,,yes
n9347361617,kombara,10.0695813,76.3635816,,,no
n9347361618,kombara,10.0695226,76.3634978,,,no
n9347361619,Adivaram,10.0722361,76.3638968,,,no
n9347361620,Adivaram,10.0720882,76.3639887,,,yes
n9347361621,Dynamic,10.0774703,76.3639256,,,no
n9347361622,Dynamic,10.0773844,76.3640101,,,no
n9347361623,Valavu,10.0777277,76.3652533,,,no
n9347361624,Valavu,10.0777568,76.3655806,,,yes
n9347361625,Kodikuthmala,10.0812757,76.3643333,,,no
n9347361630,Cochin Bank,10.0882565,76.3650079,,,no
n9348215222,Konthuruthy,9.9414225,76.3015428,,,yes
n9348215223,School Padi,9.9418618,76.2994829,,,no
n9348215224,School Padi,9.9419351,76.2996458,,,no
n9348215225,Konthuruthy,9.9431418,76.2986521,,,no
n9348215226,Konthuruthy,9.9433776,76.2985371,,,no
n9348215227,AKG,9.9437032,76.2970528,,,no
n9348215228,AKG,9.9437851,76.2971239,,,no
n9348215230,Mattamal Junction,9.9430836,76.2949379,,,no
n9348215231,Mattamal Junction,9.9431642,76.2946603,,,yes
n9348215232,Chakola,9.9457018,76.2935149,,,no
n9348215233,Chakola,9.9455882,76.2934748,,,no
n9351711965,Kumbalam,9.9029395,76.3152636,,,no
n9351711966,Kumbalam,9.903105,76.3151129,,,no
n9351711967,School Padi,9.8988043,76.3143561,,,no
n9351711968,School Padi,9.8987997,76.3142011,,,no
n9351711969,Kumbalam South,9.8904593,76.3120938,,,yes
n9351711970,Kumbalam South,9.8903446,76.3118224,,,yes
n9351711971,Aroor Bypass,9.8785829,76.3043258,,,no
n9351711973,Aroor Temple,9.8667981,76.3050933,,,no
n9351711974,Aroor Temple,9.8663087,76.3053613,,,no
n9351711975,Aroor Petrol Pump,9.8608117,76.3062865,,,yes
n9351711976,Thaikkavu,9.8555565,76.3069317,,,yes
n9351711977,Thaikkavu,9.8554305,76.3067925,,,yes
n9351711978,Chandiroor Govt School,9.8514362,76.3074568,,,no
n9351711979,Chandiroor Govt School,9.8515659,76.3072692,,,no
n9351711980,Chandiroor Junction,9.8443037,76.3082355,,,no
n9351711981,Chandiroor Junction,9.8442596,76.3081057,,,yes
n9351711982,Chandiroor,9.8389814,76.3091723,,,no
n9351711983,Chandiroor,9.8389469,76.3090323,,,no
n9351711985,Kochveli Junction,9.8345185,76.3095331,,,yes
n9351711986,Pillamukk,9.8306187,76.3096613,,,yes
n9351711987,Pillamukk,9.8305461,76.3095026,,,yes
n9351711988,Nicolas,9.8279843,76.3101356,,,no
n9351711989,Nicolas,9.8280033,76.309981,,,no
n9351711990,Eramalloor Junction,9.8253341,76.3107237,,,
n9351711992,Eramalloor,9.8234205,76.3107565,,,no
n9351711993,Eramalloor,9.8234552,76.3108655,,,no
n9351711994,Ezhupunna Railway Station,9.8220689,76.3030754,,,no
n9351711995,Ezhupunna Railway Station,9.8221731,76.3031186,,,no
n9351711996,Railway Cross,9.8215905,76.3013912,,,no
n9351711997,Railway Cross,9.8216663,76.3013383,,,no
n9351711998,Paaraayikavala,9.8222473,76.2982809,,,no
n9351711999,Paaraayikavala,9.8221668,76.29843,,,no
n9351712000,Ezhupunna Junction,9.8210631,76.2986896,,,yes
n9351712001,Ezhupunna Junction,9.8211547,76.2986094,,,no
n9351712002,Neendakara,9.8209289,76.2887538,,,no
n9351712003,Neendakara,9.8209818,76.2888307,,,no
n9351712004,Vakkeelmukku,9.8171711,76.2794045,,,no
n9351712005,Vakkeelmukku,9.8172342,76.2794502,,,no
n9351736428,INTUC Junction,9.9274471,76.3177595,,,yes
n9351736429,INTUC Junction,9.9278163,76.3175984,,,yes
n9351736430,Madavana,9.9124586,76.3168997,,,no
n9351736431,Madavana,9.9124447,76.3167578,,,yes
n9351736432,Madavana Junction,9.911412,76.3167111,,,yes
n9351736433,Madavana Junction,9.9112863,76.3168309,,,yes
n9351755954,Kannadikadu,9.9494031,76.3184085,,,yes
n9351755956,Kundanoor Junction,9.936481,76.3181935,,,no
n9351978088,Appolo,10.0618342,76.3231064,,,yes
n9351978089,Appolo,10.0618037,76.323091,,,yes
n9351978090,Puthiya Road,10.0682632,76.3227534,,,yes
n9351978091,Puthiya Road,10.0682345,76.3226877,,,yes
n9351978092,Kuttikkattukara,10.0714253,76.3245971,,,no
n9351978093,Kuttikkattukara,10.0715396,76.324577,,,no
n9351978094,Quaters,10.0736754,76.3262822,,,yes
n9351978095,Quaters,10.073785,76.3264029,,,yes
n9351978096,IAC,10.0793083,76.3276018,,,yes
n9351978097,IAC,10.0792132,76.3275106,,,no
n9351978098,Palli Padi,10.0807396,76.3255969,,,no
n9351978099,Palli Padi,10.080667,76.3255177,,,no
n9351978100,Geetha,10.0794033,76.3213992,,,yes
n9351978101,Geetha,10.0794324,76.3217425,,,yes
n9351978102,Paathalam,10.077704,76.3190335,,,yes
n9351978103,Paathalam,10.0770834,76.3182195,,,yes
n9351978104,ESI Dispensary,10.0754998,76.3145512,,,no
n9351978105,ESI Dispensary,10.0754923,76.3146374,,,no
n9351978106,Society,10.0740055,76.3096042,,,no
n9351978107,Society,10.0740424,76.3095096,,,no
n9351978108,FACT Market,10.0740094,76.3072264,,,no
n9351978109,TCC,10.0742207,76.3036121,,,yes
n9351978110,TCC,10.0740807,76.3035035,,,no
n9351978111,Police Station,10.074255,76.3005001,,,no
n9351978112,Police Station,10.0743052,76.3005447,,,no
n9351978113,Company Pady,10.0743792,76.2986117,,,no
n9351978114,HIL,10.0775798,76.2974014,,,no
n9351978115,HIL,10.0775165,76.2973639,,,no
n9351978116,IRE,10.0805164,76.2965848,,,no
n9352000217,IRE,10.08042,76.2965351,,,no
n9352000218,Island,10.0827571,76.29611,,,no
n9352000219,Island,10.0826198,76.2960215,,,no
n9352000220,Alingal,10.0845278,76.2957278,,,no
n9352000221,Alingal,10.0844156,76.2956554,,,no
n9352000222,Pattupurakkal,10.0857835,76.2954703,,,no
n9352000223,Mangalath,10.086272,76.2935673,,,no
n9352000224,Mangalath,10.0863209,76.2936451,,,no
n9352000225,Kanappilly,10.0868437,76.2917863,,,no
n9352000226,Kanappilly,10.0868497,76.2919371,,,no
n9352000249,Eloor Depot Junction,10.0862077,76.2894375,,,no
n9352000250,Eloor Depot Junction,10.0862325,76.2894628,,,no
n9352000251,Eloor Depot,10.0858488,76.2880495,,,no
n9352109789,Kamoth Junction,9.8961135,76.3245562,,,no
n9352109790,Kamoth Junction,9.8962602,76.3244516,,,no
n9352109791,Panangad School,9.8977663,76.3239567,,,yes
n9352109792,Panangad School,9.897872,76.3237703,,,yes
n9352109793,NM Junction,9.9016186,76.3215907,,,yes
n9352109794,NM Junction,9.9016788,76.3216717,,,yes
n9352109795,Ganapathikkal Junction,9.9034801,76.3207709,,,yes
n9352109796,Ganapathikkal Junction,9.903576,76.3208594,,,yes
n9352109797,Kumbalam Gramapanchayath,9.9054988,76.320384,,,no
n9352109798,Kumbalam Gramapanchayath,9.9056111,76.3203726,,,no
n9352109799,Palli Nada,9.9077341,76.3192005,,,no
n9352109800,Palli Nada,9.907785,76.3190583,,,no
n9352109801,Madavana Junction,9.9113903,76.3170312,,,yes
n9352109802,Madavana Junction,9.9115633,76.3170393,,,yes
n9352146236,Vettikkappilli Road,9.8874202,76.3286653,,,no
n9352146237,Vettikkappilli Road,9.8876105,76.328727,,,no
n9352146238,Vyasapuram,9.888822,76.3280813,,,no
n9352146239,Vyasapuram,9.8887447,76.3280652,,,no
n9352146240,Sebanpuram,9.8858239,76.3292235,,,no
n9352146241,Sebanpuram,9.885677,76.3291738,,,no
n9352146242,Church,9.8839457,76.3295856,,,no
n9352146243,Church,9.8839914,76.32964,,,no
n9352146244,Panangad,9.8829894,76.3297925,,,yes
n9352146245,Temple,9.8900759,76.3275112,,,no
n9352146246,Temple,9.889893,76.3274535,,,no
n9352146247,Bhajanamadam,9.8930115,76.3258049,,,no
n9352146248,Bhajanamadam,9.8928977,76.3261032,,,no
n9352281197,Puthukkalavattam,10.0243602,76.2897193,,,yes
n9352281198,Puthukkalavattam,10.0243615,76.289664,,,yes
n9352281199,Punnakkal,10.0192229,76.2913504,,,
n9352281200,Punnakkal,10.0191581,76.2910775,,,
n9352281201,Punnakkal,10.0195147,76.2909937,,,
n9352281202,Bhavans Vidya Mandir,10.0162897,76.2921819,,,no
n9352281203,Bhavans Vidya Mandir,10.01653,76.2919566,,,no
n9352281204,Keerthi Nagar,10.0125601,76.2933835,,,no
n9352281205,Keerthi Nagar,10.0127661,76.293177,,,no
n9352281206,Kausalya Nagar,10.0096837,76.293625,,,no
n9352281207,Kausalya Nagar,10.0097761,76.293464,,,no
n9352281208,Karukappilly Junction,10.0070251,76.294549,,,no
n9352281209,Karukappilly Junction,10.0070819,76.2943733,,,no
n9352281210,Karukappilly,10.0049819,76.2951377,,,no
n9352281211,Karukappilly,10.0047865,76.2950814,,,no
n9352281212,Microwave Junction,10.0022322,76.2956956,,,no
n9352281213,Microwave Junction,10.0024264,76.2955897,,,no
n9352281214,Deshabhimani,9.9986242,76.2965881,,,yes
n9352457299,Kavarapparambu,10.1783066,76.3980906,,,yes
n9352457300,Kavarapparambu,10.1781823,76.3979642,,,yes
n9352457301,Thazhathu Pally,10.1750802,76.3984248,,,no
n9352457302,Thazhathu Pally,10.174972,76.3983156,,,no
n9352457303,Divine Hospital,10.1714489,76.3983548,,,no
n9352457304,Divine Hospital,10.1714073,76.3983625,,,no
n9352457305,Nayathode School Junction,10.1686794,76.3984504,,,yes
n9352457306,Quality,10.166467,76.3972963,,,no
n9352457307,Quality,10.1661872,76.3972065,,,no
n9352457308,Naayathode South,10.1644355,76.3960397,,,yes
n9352457309,Naayathode South,10.1643206,76.3959579,,,yes
n9352457310,Naayathode,10.1619776,76.3965995,,,yes
n9352457311,Naayathode,10.161964,76.3965507,,,yes
n9352457312,Atlas,10.1638309,76.4017126,,,no
n9352457313,Chethicode,10.1634501,76.4059532,,,no
n9352457314,Piraroor,10.1658341,76.4110601,,,no
n9352457315,Piraroor,10.1658644,76.4109944,,,no
n9352457316,Piraroor Diary,10.1661628,76.4131408,,,no
n9352464617,Piraroor Diary,10.1662175,76.4131368,,,no
n9352464618,Manakkapady,10.1673719,76.418243,,,no
n9352464619,Manakkapady,10.1673851,76.4181565,,,no
n9352464620,Ambalanada,10.1688794,76.4220162,,,no
n9352464621,Ambalanada,10.1688174,76.42197,,,no
n9352464622,St Antonys School,10.1701018,76.4253066,,,no
n9352464623,St Antonys School,10.1700575,76.4252664,,,no
n9352464624,Mattur junction,10.1707063,76.4291087,,,yes
n9352464625,Mattur junction,10.1706799,76.4292327,,,yes
n9352464626,Kalady,10.1656816,76.4383046,,,no
n9352464627,Kalady,10.1657133,76.4381853,,,no
n9352464628,Mathaipady,10.1649358,76.4369313,,,no
n9352464629,Mathaipady,10.1649609,76.4367717,,,no
n9352464630,Convent,10.163122,76.4350739,,,yes
n9352464631,Vattathara,10.1612211,76.4331669,,,yes
n9352464632,Vattathara,10.1610891,76.4325714,,,yes
n9352464633,Ambalanada,10.1571817,76.4289021,,,yes
n9352464634,Ambalanada,10.1568543,76.4285696,,,yes
n9352464635,Chengal Paalam,10.149438,76.425949,,,yes
n9352464636,Chengal Paalam,10.149533,76.4257425,,,yes
n9352464637,Paruthi Chuvadu,10.1527805,76.4265874,,,yes
n9352464638,Paruthi Chuvadu,10.1529033,76.4264466,,,yes
n9352464639,Kanjoor Junction,10.1451423,76.4261556,,,no
n9352464640,Kanjoor Junction,10.1453165,76.4261234,,,no
n9352464641,Kanjoor Post Office,10.1447726,76.4243022,,,no
n9352464642,Kanjoor Post Office,10.1449205,76.4241788,,,no
n9352464643,Milumpady,10.1444954,76.4218184,,,no
n9352464644,Milumpady,10.1445377,76.4215395,,,no
n9352464645,Kozhikaadanpadi,10.1413033,76.4167544,,,no
n9352464646,Shappumpady,10.1380517,76.4099309,,,yes
n9352464647,Kaipra Register Office,10.137026,76.4071843,,,yes
n9352464648,School Pady,10.1363434,76.4058271,,,no
n9352464649,School Pady,10.1363949,76.4056729,,,no
n9352464650,Kaipra Junction,10.1349573,76.4035137,,,no
n9352464651,Kaipra Junction,10.1348596,76.4034373,,,no
n9352464652,Kaipra,10.1322126,76.3995427,,,no
n9352464653,Puthiya Road,10.1307379,76.3950272,,,no
n9352464654,Puthiya Road,10.1308185,76.3948542,,,no
n9352464655,Thettaly,10.1308106,76.3904648,,,no
n9352464656,Chowara,10.1269582,76.3881192,,,no
n9352464657,Chowara,10.1270414,76.3878147,,,no
n9352464658,Chowara Kadavu,10.1255997,76.3851526,,,yes
n9352464659,Chowara Kadavu,10.1254122,76.3847074,,,yes
n9352464660,Thoombakadavu,10.1247138,76.379642,,,yes
n9352464661,Thoombakadavu,10.1245858,76.3796675,,,yes
n9352464662,Thuruth,10.1251059,76.3766292,,,no
n9352464663,Kondotty Valavu,10.125032,76.3728566,,,
n9352464668,Kondotty,10.1280197,76.3726777,,,no
n9352464669,Purayar,10.1280545,76.3695857,,,no
n9352464670,Gandhipuram,10.1226866,76.3667082,,,yes
n9352464672,Railway Gate,10.1208579,76.3636858,,,no
n9352464673,Chowara Railway Gate,10.1190383,76.3624134,,,no
n9352464674,Chowara Railway Gate,10.119089,76.3624138,,,no
n9352464675,Kizhakke Desham,10.1213799,76.3569926,,,yes
n9352464676,Kizhakke Desham,10.1213658,76.3566114,,,yes
n9352464677,Deshom Kadav,10.12574,76.3516519,,,yes
n9353776558,Panangad,9.8830629,76.3298884,,,yes
n9355201774,Pattupurakkal,10.0859696,76.2955394,,,no
n9355201775,Vettukadavu,10.0873745,76.2960081,,,no
n9355201776,Vettukadavu,10.087432,76.2960684,,,no
n9355201777,FACT Company,10.0891451,76.2952825,,,no
n9355201778,FACT Company,10.0890369,76.2951297,,,no
n9355201779,Canal,10.0909527,76.2942083,,,no
n9355201780,Canal,10.0909256,76.2942754,,,no
n9355201781,Puli Nagar,10.093367,76.2926479,,,no
n9355201782,Puli Nagar,10.093297,76.2927552,,,no
n9355201783,Methanam,10.0945428,76.2915207,,,yes
n9356171810,Poothota,9.8455299,76.3868373,,,no
n9356171811,Puthankaavu,9.8519762,76.3851687,,,yes
n9356171813,Punnakaveli,9.8579248,76.3832375,,,yes
n9356171814,Punnakaveli,9.8579856,76.3834092,,,yes
n9356171816,South Paravoor,9.8634742,76.3819447,,,no
n9356194117,South Paravoor,9.8631068,76.3821485,,,no
n9356194118,Chakkukulam,9.8709843,76.3800136,,,yes
n9356194119,Chakkukulam,9.8709394,76.3801396,,,yes
n9356194120,Karaparambu,9.8741368,76.3783103,,,no
n9356194122,Karaparambu,9.8740416,76.3784632,,,no
n9356194123,Colony Triveni,9.8779723,76.3770389,,,yes
n9356194124,Colony Triveni,9.8779063,76.377157,,,yes
n9356194125,Kochu Palli,9.8822015,76.3754323,,,yes
n9356194126,Kochu Palli,9.8824869,76.3754833,,,no
n9356194127,Pathaam Mile,9.8895989,76.3726361,,,no
n9356194128,Pathaam Mile,9.8897521,76.372683,,,no
n9356194129,SNDP Junction,9.8940156,76.3710013,,,yes
n9356194130,Udayamperoor,9.8961981,76.3699123,,,
n9356194131,Udayamperoor,9.896453,76.3699686,,,
n9356194133,Mankayi Kavala,9.9107119,76.3649422,,,yes
n9356194134,Mankayi Kavala,9.9108334,76.3649744,,,no
n9356194135,Udayamperoor Kavala,9.9138679,76.3635904,,,yes
n9356194136,Udayamperoor Kavala,9.9141996,76.363652,,,yes
n9356194137,Perumthrikovil,9.9196846,76.3618711,,,no
n9356194138,Perumthrikovil,9.9201351,76.3620039,,,yes
n9356194139,Puthiyakavu,9.9244668,76.3590896,,,yes
n9356194140,Choorakkad Junction,9.9304167,76.3547887,,,yes
n9356194141,Kinar,9.9335647,76.353398,,,yes
n9356194142,Kinar,9.9338104,76.3534878,,,yes
n9356194143,Kannankulangara Junction,9.9386835,76.3514131,,,yes
n9356194144,Kannankulangara Junction,9.9386756,76.3516572,,,yes
n9356194145,Kizhakkekotta,9.9420731,76.3501176,,,yes
n9356194146,Kizhakkekotta,9.9420731,76.3502383,,,yes
n9356194147,Kizhakke Kotta Junction,9.9447744,76.3490045,,,yes
n9356194149,Thrippunithura Old Stand,9.9483635,76.34754,,,yes
n9356194151,S N Junction,9.9540131,76.345063,,,yes
n9356194152,Petta East,9.9515233,76.3356634,,,
n9356194153,Petta East,9.9513818,76.335605,,,
n9356194154,Petta,9.9497027,76.3319404,,,
n9356194155,Petta,9.949892,76.3318725,,,no
n9356194156,Champakkara,9.9545309,76.3279596,,,no
n9356194157,Thykoodam Junction,9.9591263,76.3248298,,,no
n9356194158,Thykoodam Junction,9.9592663,76.3250604,,,no
n9356194159,Thykoodam Metro Station,9.9597788,76.3237622,,,yes
n9356194160,Thykoodam Metro Station,9.9599162,76.3239554,,,yes
n9356194161,OEN,9.9609042,76.3217962,,,
n9356194162,Elamkulam,9.9670939,76.3086332,,,yes
n9356194163,Elamkulam,9.9673026,76.3083422,,,yes
n9356194164,Kadavanthara Junction,9.9680211,76.2997256,,,yes
n9356194165,Vijaya Hospital,9.9705755,76.2986536,,,yes
n9356194166,Vinayaka,9.9748815,76.297549,,,yes
n9356194167,Kumaranasan Junction,9.9779601,76.2966444,,,yes
n9356194170,Kumaranasan Junction,9.9780248,76.2968925,,,yes
n9356194171,Kathrikkadavu Junction,9.9838951,76.2956394,,,yes
n9356194172,Kathrikkadavu Junction,9.9837999,76.2959377,,,yes
n9356194173,Pauls Hospital,9.9883259,76.2956517,,,no
n9356194174,Kattakkara Junction,9.9903323,76.2943599,,,no
n9356237188,Kavitha,9.9792667,76.2832206,,,no
n9356237189,Petta Metro Station,9.9523501,76.3300654,,,yes
n9356237190,Menakakotta,9.9528146,76.3400151,,,yes
n9356237191,Statue Junction,9.9448933,76.3460574,,,no
n9356237192,Puthiyakavu,9.9242396,76.3591218,,,yes
n9356237193,Valiyakulam,9.9064183,76.366986,,,yes
n9356237194,Nadakkavu,9.8987215,76.3689601,,,yes
n9356237195,Madam,9.8856466,76.3740547,,,
n9356237196,Poothota,9.8455823,76.386703,,,no
n9356237197,Madam,9.8859355,76.3743792,,,
n9356237198,Sub Station,9.9632604,76.3192095,,,no
n9360637944,Kattakkara Junction,9.9902617,76.2941738,,,no
n9360637945,Choorakkad Junction,9.9302609,76.3548055,,,yes
n9360637947,Pullepady Junction,9.980783,76.2846798,,,yes
n9360637948,Kacheripadi,9.9860358,76.2832327,,,no
n9360681870,SNDP Junction,9.8938887,76.3709449,,,yes
n9360681871,Petta Metro Station,9.952321,76.3303551,,,yes
n9362413273,Market Junction,9.9455076,76.3505951,,,no
n9362413274,Market Junction,9.9456053,76.3505253,,,no
n9362413275,RCM Hospital,9.9465934,76.3519549,,,no
n9362413276,RCM Hospital,9.9464481,76.3518745,,,no
n9362413277,Chathari,9.9490068,76.3553761,,,no
n9362413278,Chathari,9.9488826,76.355297,,,yes
n9362413279,Karingachira,9.9510859,76.3580181,,,no
n9362413285,Hill Palace,9.951823,76.3613641,,,no
n9362413286,Aayurvedha,9.9509948,76.3632189,,,yes
n9362413287,Aayurvedha,9.9511652,76.3631558,,,yes
n9362413288,Keshavan pady,9.9472235,76.3664268,,,no
n9362413289,Keshavan pady,9.9470782,76.3664483,,,no
n9362413290,Thiruvankulam Panchayat,9.9459316,76.3682118,,,yes
n9362413291,Thiruvankulam Junction,9.9431986,76.3739061,,,yes
n9362413292,Kadungamangalam,9.9362938,76.3753304,,,yes
n9362413293,Kottayathupara,9.9326776,76.3750766,,,no
n9362413294,Colonypady,9.9328262,76.3794234,,,yes
n9362413295,Ambadimala,9.9329431,76.3827045,,,yes
n9362413296,Ambadimala,9.9329887,76.382911,,,yes
n9362413297,Chottanikkara Temple,9.9323308,76.390104,,,yes
n9362413298,Chottanikkara Temple,9.9324431,76.3902394,,,yes
n9362413299,Pallithazham,9.9331089,76.3894643,,,yes
n9362413300,Pallithazham,9.9331855,76.389479,,,yes
n9363912647,Alliance Junction,9.9541117,76.3438442,,,yes
n9364011695,Bot Palam,9.9309588,76.2676068,,,yes
n9364015769,West Kadungalloor,10.106827,76.3185145,,,yes
n9364015770,Muthukaadu,10.0886751,76.3149029,,,no
n9364015772,Manakkapady,10.0862852,76.3137656,,,yes
n9364015773,Manakkapady,10.0861162,76.3139454,,,yes
n9364015774,Muthukaadu,10.0885008,76.3149968,,,no
n9364015775,Muppathadam Junction,10.0917225,76.3177782,,,yes
n9364015776,Muppathadam Junction,10.0916459,76.317974,,,yes
n9364015777,Panchayath Junction,10.0960981,76.3174564,,,yes
n9364015778,Panchayath Junction,10.0961166,76.3176709,,,yes
n9364015779,Millumpady,10.0986015,76.3179848,,,no
n9364015780,Millumpady,10.0987784,76.3181524,,,no
n9364015781,Peedikapady,10.1037956,76.3184488,,,no
n9364015782,Peedikapady,10.1038339,76.3185655,,,no
n9364015783,Vrindhavan,10.1091137,76.3213912,,,no
n9364015784,Vrindhavan,10.109387,76.3216996,,,no
n9364015785,Shappum Pady,10.1125385,76.323722,,,no
n9364015786,Shappum Pady,10.1124672,76.3239473,,,no
n9364015787,Valanjambhalam Junction,10.1152926,76.3259214,,,no
n9364015788,Valanjambhalam Junction,10.1151104,76.3260877,,,no
n9364015789,East Kadungalloor,10.1150497,76.3294914,,,yes
n9364015790,East Kadungalloor,10.1150787,76.3299528,,,yes
n9364015791,Narasimha Temple,10.1137373,76.3348424,,,yes
n9364015792,Narasimha Temple,10.113835,76.3346225,,,yes
n9366809806,Airport,9.936815,76.2754322,,,no
n9366809807,Viman Gate,9.9425764,76.2698874,,,no
n9366809808,Viman Gate,9.9424958,76.2697949,,,no
n9366809809,Aaru Muri,9.9581079,76.2690686,,,no
n9366809810,Aaru Muri,9.9580742,76.269009,,,no
n9366809811,Ernakulam Wharf,9.9669367,76.2660599,,,no
n9366809812,Ernakulam Wharf,9.9669208,76.2659177,,,no
n9366809813,AVT,9.9647269,76.2670013,,,no
n9366809814,AVT,9.9646661,76.2669665,,,no
n9369834591,Puthiya Road Junction,10.0012991,76.2902065,,,no
n9369834592,Puthiya Road Junction,10.0013176,76.2901475,,,no
n9369834593,Pottakuzhi,10.005575,76.2888432,,,no
n9369834594,Pottakuzhi,10.0054799,76.2888338,,,no
n9369834595,Thannikkal Temple,10.0086066,76.2876993,,,no
n9369834596,Thannikkal Temple,10.0085624,76.2876698,,,no
n9369834597,Thannikkal Junction,10.0112876,76.2870703,,,no
n9369834598,Thannikkal Junction,10.0112328,76.2870461,,,no
n9369834599,Swami Padi,10.0131042,76.2863079,,,yes
n9369834600,Swami Padi,10.013019,76.2863005,,,yes
n9369834601,Vaayanashaala,10.0149056,76.285528,,,no
n9369834602,Vaayanashaala,10.0148066,76.2855059,,,no
n9369834603,Perandoor Junction,10.0179498,76.2843927,,,no
n9369834604,Perandoor Junction,10.0179266,76.2844424,,,no
n9369834616,Padam,10.0188868,76.287649,,,no
n9369840317,Padam,10.0189297,76.2876805,,,no
n9369840318,Changampuzha Road,10.0197181,76.2975034,,,no
n9369840319,Changampuzha Road,10.0197656,76.2975229,,,no
n9369840320,Madam Junction,10.0199885,76.3005363,,,no
n9369840321,Madam Junction,10.0199575,76.3004997,,,no
n9369840323,Chanpion School,10.0247365,76.2986346,,,no
n9369840324,Chanpion School,10.0247464,76.2985716,,,no
n9369840325,Palli,10.0280206,76.2981869,,,no
n9369840326,Palli,10.0280188,76.2981106,,,no
n9369840327,Ponevazhi,10.0304133,76.2972936,,,no
n9369840328,Ponevazhi,10.0304508,76.2972331,,,no
n9369840329,Ponekkara,10.0327918,76.2964234,,,yes
n9369840330,Ponekkara,10.0328632,76.2964497,,,yes
n9370378612,Perikkapalam,10.1142998,76.3381778,,,no
n9370378615,West Kadungalloor,10.1066976,76.318611,,,no
n9370378616,Perikkapalam,10.1142021,76.3381389,,,no
n9373621992,Vyttila Devaswom Board,9.9664604,76.3194114,,,no
n9373666598,Panchayath,10.1028476,76.3888206,,,no
n9373666599,Panchayath,10.1028668,76.3887585,,,no
n9373666600,Club,10.0973491,76.3916134,,,no
n9373666601,Club,10.0973769,76.391657,,,no
n9373666602,Bosco Road,10.0977796,76.39505,,,no
n9373666603,Bosco Road,10.0978007,76.395101,,,no
n9373666604,Keezhmad Pally,10.0993416,76.3954265,,,yes
n9373666605,Keezhmad Pally,10.0993853,76.3954013,,,yes
n9373681220,Village Office,10.1026724,76.390992,,,yes
n9373681221,Village Office,10.1026783,76.3909196,,,yes
n9373681222,Panchayath Junction,10.1030748,76.3865049,,,no
n9373681223,Panchayath Junction,10.1030342,76.386385,,,no
n9373681224,Ration Kada Junction,10.1028657,76.3841057,,,no
n9373681225,Ration Kada Junction,10.1027576,76.383998,,,no
n9373681226,Mudrakaadu,10.1004452,76.384301,,,no
n9373681227,Mudrakaadu,10.1003699,76.3842396,,,yes
n9373681228,Soceity Pady,10.098793,76.3843373,,,no
n9373681229,Soceity Pady,10.0986591,76.3843181,,,no
n9373681230,Niveditha,10.096317,76.3858092,,,yes
n9373681231,Niveditha,10.0962208,76.3857659,,,yes
n9373681232,Kripa,10.0941453,76.386672,,,yes
n9373681233,Kripa,10.0941166,76.3867495,,,yes
n9373681234,GTN Junction,10.0894128,76.3876727,,,yes
n9375627200,Valappu,10.0146551,76.2275277,,,no
n9375627201,Colony,10.0136791,76.2253588,,,no
n9375627202,Colony,10.0137391,76.2252183,,,no
n9375627203,Mookkan Chira,10.0125106,76.2231479,,,no
n9375627204,Mookkan Chira,10.0124978,76.2229769,,,no
n9375627205,Paalam,10.0116324,76.2222177,,,no
n9375627206,Paalam,10.0116388,76.2221098,,,no
n9375627207,Gas Gowdown,10.0105859,76.2211108,,,no
n9375627208,Gas Gowdown,10.0105659,76.221034,,,no
n9375627209,Vettukadavu,10.0086091,76.2189071,,,no
n9375627210,Vettukadavu,10.0085816,76.2188995,,,no
n9375627211,Palli Parambu,10.0068291,76.2195047,,,no
n9375627212,Palli Parambu,10.0068584,76.2194381,,,no
n9375627213,Mouris Junction,10.0058575,76.2199908,,,no
n9375627214,Mouris Junction,10.0057761,76.2199858,,,no
n9375627215,Anchangaadi,10.0044628,76.2207392,,,no
n9375627216,Anchangaadi,10.0044992,76.2206631,,,no
n9375635717,SJ Junction,10.0033342,76.2215831,,,yes
n9375635718,Basil Junction,10.0024513,76.222171,,,yes
n9375635719,Basil Junction,10.0024609,76.2221163,,,no
n9375635720,Kochamukku Junction,10.0012981,76.22376,,,no
