stop_point_id,name,latitude,longitude,local_ref,wheelchair,shelter
n7813571576,Kottayathupara,9.9326879,76.3749519,,,no
n7817815907,Puthankaavu,9.8516092,76.3853985,,,no
n7820657673,Kadungamangalam,9.9363904,76.3752653,,,yes
n7820703156,Colonypady,9.932774,76.3793535,,,yes
n7877244317,Nettoor Palli,9.9229773,76.3175468,,,yes
n7903258849,Lakeshore,9.9166679,76.3169352,,,yes
n7903298808,Aroor Palli,9.8769401,76.3040084,,,yes
n7903319804,Nettoor Palli,9.9227838,76.3173528,,,yes
n7914264770,Lakeshore,9.9166956,76.3171386,,,yes
n7921767699,Kunnumpuram,10.1302717,76.3455358,,,yes
n7921952826,Desham,10.1297477,76.3517374,,,
n7922055453,Desham,10.1306269,76.3522423,,,yes
n7925449630,Pallipady,10.156313,76.4461278,,,no
n7925491825,Thannipuzha,10.1595818,76.442782,,,yes
n7925498377,Nambilly,10.1544001,76.4482764,,,no
n8024451818,HMT Junction,10.0551505,76.3217332,,,yes
n8318473841,Karingachira,9.9516545,76.358528,,,
n8323345712,Vattaparambu Junction,10.1943389,76.3423502,,,no
n8323483297,Parambayam,10.1355738,76.3535628,,,yes
n8373673413,Mavinchuvadu,10.1498855,76.2589893,,,no
n8383781719,Kadamakkudy,10.0641882,76.246571,,,
n8396376947,Puthencruz Bus Stand,9.968867,76.4228606,,,
n8396376948,Puthencruz Bus Stand,9.9689023,76.42269,,,yes
n8412346715,Thannipuzha,10.1596894,76.4428948,,,no
n8412353876,Okkal,10.1523968,76.4508215,,,no
n8463147694,Edappally Toll,10.0286076,76.3107589,,,no
n8463147695,Edappally,10.0221471,76.3067135,,,
n8463147701,Mamangalam,10.009473,76.3038231,,,yes
n8463147702,Palarivattom,10.0022908,76.3060671,,,no
n8463147703,Kaloor Stadium,10.0005568,76.2995932,,,no
n8463147704,Kaloor Stadium,10.0008478,76.2996397,,,
n8463147706,Mathrubhoomi,9.9968296,76.2946944,,,no
n8463147707,Mathrubhoomi,9.9970327,76.2946244,,,no
n8463147708,Kaloor,9.9946098,76.2917871,,,
n8463147709,Manapattyparambu,9.9924945,76.2894446,,,no
n8463147714,Manapattyparambu,9.9922732,76.2895309,,,
n8463147715,Manapattyparambu,9.992298,76.2892436,,,yes
n8463147716,Town Hall,9.9914529,76.2885943,,,
n8463175618,North Railway Station,9.9883486,76.2860939,,,yes
n8463175619,North Railway Station,9.9885607,76.2859855,,,
n8463175620,Kacheripadi,9.9861273,76.2829206,,,yes
n8463175621,High Court Junction,9.9828111,76.2743231,,,yes
n8465727153,Kottuvally south,10.0916661,76.2546729,,,
n8466849055,Kottuvalli Palli,10.1035314,76.2495575,,,no
n8466849056,Kottuvalli Palli,10.1034165,76.2494659,,,no
n8466849058,Thrikkapuram,10.1080524,76.247619,,,no
n8466849059,Thrikkapuram,10.1079994,76.2475459,,,yes
n8466849062,Kochambalam,10.1136779,76.243296,,,
n8466849063,Kochambalam,10.1135538,76.2432222,,,no
n8466849068,Kaitharam,10.1164505,76.2418757,,,no
n8466849069,Kaitharam,10.1163818,76.2420098,,,no
n8466849070,Old Post Office,10.120938,76.2400089,,,
n8466849071,Old Post Office,10.1209063,76.2399137,,,
n8466849072,Pulprapady,10.1222766,76.2397921,,,no
n8466849073,Pulprapady,10.1222885,76.2398726,,,no
n8466849092,Athani,10.1308502,76.2333698,,,no
n8466849093,Athani,10.1308431,76.233451,,,no
n8466849104,Thonniyakavu South,10.1354193,76.231515,,,
n8466849105,Thonniyakavu South,10.1354637,76.2314152,,,
n8466849111,Thonniyakavu,10.1366945,76.2305237,,,
n8466849113,Thonniyakavu,10.1366792,76.23055,,,no
n8466849114,Thekke Naaluvazhi,10.1400175,76.2296737,,,
n8466849115,KMK Junction,10.143904,76.2278464,,,yes
n8466853333,Kottuvally south,10.0915705,76.2546386,,,
n8466853334,Kottuvally North,10.1110757,76.2440611,,,no
n8490729062,Maharajas Ground,9.973006,76.2849292,,,yes
n8494031883,Bypass,10.1107292,76.3503832,,,no
n8494031894,Malikampeedika,10.1277298,76.3076787,,,no
n8494061705,Mannam Kavala,10.1491706,76.2526083,,,no
n8494061706,Jaarapady,10.1486367,76.2486719,,,no
n8494061707,Jaarapady,10.1486241,76.24831,,,
n8494116517,Thoppumpady,9.9352849,76.2623235,,,yes
n8494116518,Kochu Palli,9.9339116,76.2646171,,,no
n8494116519,Pyari Junction,9.9321242,76.26629,,,no
n8494116520,BOT Palam,9.9314736,76.2675959,,,yes
n8494116528,Airport,9.936565,76.2766891,,,yes
n8494116531,Naval Base,9.9438694,76.2833096,,,yes
n8498628603,Ravipuram,9.9597731,76.2889949,,,yes
n8498628873,Valanjambalam,9.9645624,76.2889159,,,no
n8498634080,Padma,9.9818845,76.2827562,,,yes
n8498637644,Shenoys,9.9759276,76.2842854,,,yes
n8498641053,Thevara Junction,9.9485711,76.2912027,,,yes
n8498643351,Thevara Junction,9.9487237,76.2914389,,,yes
n8498644424,Atlantis,9.9558936,76.2921551,,,yes
n8514334796,Harber,9.9377099,76.2609862,,,yes
n8514370957,Atlantis,9.9557013,76.2920414,,,no
n8562986962,Maanattuparambu,10.0528827,76.2154577,,,no
n8570516188,Dispensary,10.1543447,76.1883163,,,no
n8661859529,Ice Plant,10.1214014,76.2252058,,,no
n8663867592,Chathamma,9.8870757,76.339305,,,no
n8668423951,Saritha,9.9851217,76.2779591,,,yes
n8668423952,St Alberts,9.985296,76.2785837,,,yes
n8668423966,Saritha,9.9850732,76.2767274,,,yes
n8668423968,Kacheripadi,9.9863739,76.2832086,,,
n8668955468,Fortkochi Veli,9.9516476,76.2446297,,,yes
n8668982935,Amaravathi,9.9569999,76.2448556,,,yes
n8668983327,Ground,9.9519295,76.2423105,,,yes
n8668993731,Fortkochi Veli,9.9524878,76.2447085,,,no
n8677019617,Vypin,9.9743136,76.2443566,,,
n8688300099,Pipeline Junction,9.9968305,76.3079638,,,
n8690000551,Aroor Palli,9.8762286,76.3039007,,,yes
n8733786920,Market Junction,10.1070407,76.3497265,,,
n8741177694,Palakkattuthazham,10.1139917,76.4645172,,,yes
n8743096847,Thammanam Junction,9.9866013,76.310915,,,
n8753072179,Koonammavu,10.1004419,76.2640509,,,no
n8753072180,Naalam Mile,10.1145295,76.2595824,,,yes
n8753072181,Millupadi,10.1221407,76.25469,,,yes
n8753072182,Khandakarnan veli,10.1271404,76.2433899,,,no
n8753072183,Vazhikulangara,10.1331896,76.240485,,,yes
n8753072184,Thekke Naaluvazhi,10.1403449,76.2298943,,,no
n8753072187,Cheranelloor Signal,10.0608221,76.2891108,,,no
n8753072190,Ernakulam Boat Jetty,9.9728607,76.2792858,,,
n8761802995,Changampuzha Park,10.0153801,76.3024036,,,yes
n8769394812,Labour Corner,9.9778514,76.3341554,,,no
n8833323332,Pallikutti,10.0644763,76.3977969,,,no
n8836385667,Nayathode School Junction,10.1686111,76.3983712,,,yes
n8836562672,Vilangu Schoolpadi,10.0520884,76.4296454,,,no
n8836562674,Ambalapady,10.0490767,76.4250169,,,
n8838707635,Kondotty Valavu,10.1249515,76.372831,,,
n8838715051,Thuruth,10.1251739,76.3769015,,,no
n8849981268,Kavilnada,10.1070508,76.261838,,,yes
n8850032388,Koonammavu Market,10.102775,76.2635279,,,no
n8850041424,Kavilnada,10.1069349,76.2620037,,,yes
n8868052658,Vappalassery,10.1713379,76.3732306,,,
n8868064719,Vappalassery,10.1713712,76.3729933,,,
n8868464438,Pallikavala,10.0485001,76.2909062,,,no
n8868464439,Vishnupuram Temple,10.0515312,76.2895233,,,no
n8868464440,Kacheripadi,10.0571107,76.2876379,,,no
n8868464441,Sealord,10.0547623,76.2924062,,,yes
n8868464442,Thaikkavu,10.0510851,76.2938677,,,yes
n8875392045,Pazhamthottam,10.0171994,76.4283386,,,no
n8890163678,Panchayat Kinar,10.0118768,76.4358247,,,yes
n8937374829,Railway Gate,10.1208226,76.363756,,,yes
n8937375313,Athani,10.1546387,76.3546769,,,yes
n8937394616,Deshom Kadav,10.1258576,76.3516917,,,yes
n8952148817,Padamugal,10.0138153,76.3323703,,,yes
n9002049402,Sreemoolanagaram,10.1335657,76.401631,,,yes
n9014941271,Malayidamthuruth,10.0735396,76.4143184,,,no
n9032580707,Sreemoolanagaram,10.1338987,76.4019648,,,no
n9086055205,Shappumpady,10.1380659,76.4096369,,,yes
n9086055206,Kaipra Register Office,10.13697,76.4073492,,,yes
n9094812099,Kozhikaadanpadi,10.141273,76.4165983,,,no
n9096628539,Eramalloor Junction,9.8253869,76.310563,,,
n9113615335,Palli,10.0529849,76.3317217,,,no
n9113672227,Angamaly Private Stand,10.1834609,76.3799952,,,yes
n9115862217,Chembumukku,10.0111517,76.3213346,,,yes
n9115862219,Aroor Petrol Pump,9.8607087,76.3061,,,yes
n9117880017,SJ Junction,10.003349,76.2215108,,,no
n9124200377,Railway,10.1842831,76.3800963,,,yes
n9124200380,Kariyad Junction,10.1624726,76.3682657,,,yes
n9139807098,Pipeline,10.0333809,76.3252766,,,yes
n9145115950,Pattupurakkal,10.0859422,76.2953609,,,no
n9145115961,Eloor Depot,10.0857877,76.2879755,,,no
n9145178752,Company Pady,10.0744798,76.2984859,,,yes
n9152395540,karingamthuruth,10.1086147,76.2788862,,,no
n9152467332,GOVT School,10.1053588,76.2782337,,,no
n9162332240,Aniyal,10.0791874,76.2107011,,,no
n9162332241,Sree Krishna Swami Temple,10.0796839,76.2131426,,,no
n9162332242,Sree Krishna Swami Temple,10.0797328,76.2131144,,,no
n9162332243,Munduchira Paalam,10.0804247,76.2161225,,,no
n9162332244,Munduchira Paalam,10.0804762,76.2160997,,,no
n9162332245,Kollerithara Ambalam,10.0811086,76.2200895,,,yes
n9162332246,Kollerithara Ambalam,10.0811879,76.2201042,,,no
n9162332247,Puliyampullly Temple,10.0771593,76.2206876,,,no
n9162332248,Puliyampullly Temple,10.0772055,76.2207842,,,no
n9162332249,Thachethu Parambu,10.0757121,76.2213206,,,no
n9162332250,Thachethu Parambu,10.0757583,76.2214172,,,no
n9162332251,Pottakinar,10.0741553,76.2218705,,,no
n9162332252,Pottakinar,10.0742016,76.221967,,,no
n9162332253,Boat jetty,10.0715917,76.2225652,,,no
n9162332254,Boat jetty,10.07163,76.2226242,,,no
n9182568709,Kesari,10.141273,76.2334536,,,no
n9182568710,Kesari,10.1411422,76.2333208,,,no
n9182568711,Poosharipadi,10.1365163,76.2388784,,,no
n9182568712,Poosharipadi,10.1365771,76.238692,,,no
n9182568715,Cheriyapilly Valavu,10.1237065,76.2532429,,,yes
n9182568716,Cheriyapilly Valavu,10.1237553,76.2524852,,,yes
n9182595017,Valluvalli,10.1196706,76.2558111,,,no
n9182595018,Valluvalli,10.119058,76.2559882,,,yes
n9182595019,Athaani,10.1167396,76.2575653,,,no
n9182595020,Athaani,10.1167502,76.2573454,,,no
n9182595023,Kochal,10.1125808,76.2603843,,,yes
n9182595026,Kappela,10.1041732,76.2634595,,,no
n9182595027,Kappela,10.1042577,76.2635574,,,no
n9182595029,Koonammavu Market,10.1029361,76.2633904,,,no
n9182595032,Mesthiripadi,10.0971907,76.2652814,,,no
n9182595033,Mesthiripadi,10.0972734,76.2653102,,,no
n9182595034,Thirumuppam,10.0919611,76.2666605,,,yes
n9182595035,Sheddupadi,10.0901374,76.2670416,,,yes
n9182595036,Sheddupadi,10.0900101,76.2671891,,,yes
n9182595037,Pournami,10.0873389,76.2680199,,,
n9182595038,Pournami,10.08749,76.2681769,,,
n9182595039,Shappupadi,10.0840515,76.2691434,,,
n9182595040,Shappupadi,10.0844258,76.269183,,,yes
n9182595042,Varapuzha,10.0782672,76.2751614,,,yes
n9182595043,Pallipadi,10.0693364,76.2852564,,,no
n9182595044,Pallipadi,10.0695794,76.2852698,,,no
n9182595045,Manjumel Kavala,10.0582682,76.2903727,,,yes
n9182595046,Sealord,10.0552733,76.2919915,,,yes
n9182595048,Thaikkavu,10.0508047,76.2938865,,,yes
n9182595049,Thattampadi,10.0490312,76.2949419,,,yes
n9182595050,Thattampadi,10.048915,76.2948695,,,yes
n9182595051,Vai padi,10.0395194,76.3010573,,,yes
n9182595053,Ponevazhi,10.0330089,76.3042733,,,
n9182595054,Ponevazhi,10.0328583,76.3041915,,,no
n9182595055,Al Ameen,10.0286588,76.305546,,,yes
n9182595056,Al Ameen,10.0285148,76.3053449,,,no
n9182595058,Edapally Palli,10.0207905,76.3056895,,,
n9182595060,Postoffice,10.0184846,76.3043296,,,
n9182595061,Postoffice,10.0189503,76.3044678,,,yes
n9182595064,Mamangalam,10.0091019,76.3037151,,,yes
n9182595066,Deshabhimani,9.9994106,76.2977583,,,no
n9204887227,Cheranelloor Signal,10.0606821,76.2874934,,,
n9258708870,Chalikkavattom,9.9791637,76.3173665,,,yes
n9258708871,Geethanjali Junction,9.9842693,76.3165907,,,yes
n9258708872,Edappally Junction,10.0241621,76.3084576,,,yes
n9258708873,Ambattukavu,10.0813258,76.339712,,,yes
n9258708874,Appolo,10.0620466,76.3238154,,,yes
n9258708875,GOVT High School,10.0139614,76.3022289,,,yes
n9258708876,Palarivattam,10.0045393,76.304989,,,yes
n9259132617,Subash Park,9.9697156,76.2806522,,,yes
n9265640217,Children's Park,9.973937,76.2790886,,,yes
n9280367794,Vyttila,9.9691333,76.3216272,4,,yes
n9280367795,Vyttila,9.9689682,76.3216929,5,,yes
n9280367796,Vyttila,9.9686221,76.3218056,7,,yes
n9280367797,Vyttila,9.9684425,76.3218726,8,,yes
n9280367798,Vyttila,9.968317,76.3219169,9,,yes
n9280367799,Vyttila,9.9681235,76.3219397,10,,yes
n9280367800,Vyttila,9.9679683,76.3219424,11,,yes
n9283279462,Ezhikkara,10.0955321,76.2346604,,,yes
n9283279463,Club padi,10.0997923,76.2332966,,,no
n9283279464,Palli,10.1014235,76.2324369,,,no
n9283279465,Kadakkara Kavala,10.1042286,76.2309005,,,no
n9283279466,Ayyappilly,10.1096461,76.2295003,,,no
n9283279467,Bypass Junction,10.112522,76.2283958,,,no
n9283279468,Panchayathu padi,10.1151175,76.2274471,,,no
n9283279469,Kundakkavu,10.1193256,76.2260031,,,no
n9283279470,Ice Plant,10.1215372,76.2252431,,,no
n9283279471,M L A Padi,10.1249028,76.223847,,,no
n9283279472,Kudiya Kulangara,10.1278785,76.2227082,,,no
n9283279473,Kannan Chira,10.1306223,76.2225463,,,no
n9283279474,Thaiveypu,10.134507,76.221057,,,no
n9283279475,Mosco,10.1378113,76.2197499,,,no
n9283279476,Shappupady,10.1393006,76.2189227,,,no
n9283279477,Ambala Padi,10.1409824,76.2178851,,,no
n9283279478,Perumpadanna,10.1434578,76.2167898,,,no
n9283451324,Thaiveypu,10.1344833,76.2209505,,,no
n9283451326,Kannan Chira,10.1305518,76.2224753,,,yes
n9283451329,Kudiya Kulangara,10.1275919,76.2225276,,,yes
n9283451330,M L A Padi,10.1245726,76.2239116,,,no
n9283451331,Kundakkavu,10.1193405,76.225926,,,no
n9283451332,Panchayathu padi,10.1153388,76.2273053,,,no
n9283451333,Bypass Junction,10.1123973,76.2283494,,,no
n9283451334,Ayyappilly,10.1093963,76.2294142,,,yes
n9283451335,Kadakkara Kavala,10.1042603,76.2308237,,,no
n9283451336,Palli,10.1013781,76.2323901,,,no
n9283451337,Club padi,10.0997132,76.2332524,,,no
n9283451338,Ezhikkara,10.0955489,76.2345292,,,yes
n9283451339,Ambala Padi,10.1405455,76.2179552,,,no
n9283451340,Shappupady,10.138962,76.2189957,,,no
n9283451341,Mosco,10.137626,76.219744,,,no
n9285543017,Ernakulam Boat Jetty,9.9723606,76.2798334,,,yes
n9289531704,Sree Venkateswara High School,9.9467544,76.342699,,,yes
n9290900848,Thoppumpady,9.9353563,76.2618152,,,yes
n9290900849,Pyari Junction,9.9318907,76.2664408,,,no
n9290900850,Kazhuthumuttu,9.9353515,76.2557577,,,no
n9290900851,Marunnukada,9.9233077,76.2726492,,,yes
n9290900852,Kacheripadi,9.9141192,76.2764831,,,no
n9290900853,Palluruthy Nada,9.9274484,76.2711472,,,yes
n9290900854,Pandikudi,9.9520174,76.249387,,,no
n9290900855,Chullikkal,9.9450511,76.2558848,,,yes
n9290900856,Kochu Palli,9.9339301,76.2645211,,,no
n9290900857,Kozhikkoodu,9.9012525,76.2950814,,,no
n9290900858,Kaithavalappu,9.8985971,76.2953188,,,no
n9290900859,Police Station,9.9671068,76.2442738,,,no
n9290900860,Kockers,9.9591513,76.2425512,,,no
n9290900861,Fort Kochi Stand,9.9679755,76.2446562,,,yes
n9290900862,Salim Kumar,9.9056706,76.295121,,,no
n9290900863,St Lorance School,9.9037594,76.2949638,,,no
n9290900864,Suriyani Palli,9.9293573,76.2697029,,,no
n9290900865,Aquinas Collage,9.9130522,76.2876966,,,yes
n9290900866,Paravana Mukk,9.9519526,76.2554336,,,no
n9290900868,Kumbalam Ferry,9.9089167,76.2948614,,,yes
n9291092483,Suriyani Palli,9.9292801,76.2698391,,,no
n9291092485,Edakochi,9.8945984,76.2960598,,,yes
n9291092488,Pandikudi,9.9521541,76.2492199,,,no
n9291092489,Chirattapalam,9.9613647,76.2458631,,,yes
n9291092491,Salim Kumar,9.9057407,76.295184,,,no
n9291092492,Jetty,9.9678701,76.2468317,,,no
n9291092493,Palli,9.8968396,76.2957721,,,no
n9291092494,Kacheripadi,9.9138735,76.2768061,,,no
n9291092495,St Lorance School,9.903834,76.2950633,,,no
n9291092496,Karuvelippadi East,9.9406249,76.260261,,,no
n9291092497,Fort Kochi,9.9685784,76.244554,,,no
n9291092498,Aquinas Collage,9.9131145,76.2873407,,,no
n9291092499,Kozhikkoodu,9.9013558,76.2951656,,,no
n9291092500,Karuvelippadi,9.9430472,76.2599585,,,yes
n9291092501,Palluruthy Veli,9.9191347,76.2746374,,,yes
n9291092502,Marunnukada,9.9231008,76.2729294,,,no
n9291092503,Taluk Hospital,9.9660791,76.2455155,,,yes
n9291092505,Kaithavalappu,9.8987144,76.2953864,,,no
n9291092506,Palluruthy Nada,9.926596,76.2714271,,,no
n9291092507,Kockers,9.9591487,76.2453295,,,yes
n9291092508,Kumbalam Ferry,9.9088572,76.2949406,,,no
n9291092509,Thoppumpady,9.9353445,76.2634284,,,yes
n9291092510,Panayappilly,9.9495233,76.257565,,,no
n9291092511,Palli,9.8967595,76.2957107,,,no
n9297193980,Vallarpadam Junction,9.9871007,76.2534669,,,no
n9297193984,Panambukad,10.0114682,76.2418265,,,no
n9297193985,Ambalam,10.0093271,76.2429547,,,no
n9297193986,Padakkad,10.0071123,76.2441677,,,no
n9297193987,Compression Mukku,10.0042833,76.2449415,,,no
n9297193988,Adikandath Temple,10.0019635,76.2458863,,,no
n9297193989,Karthedam Bank,10.000445,76.2462303,,,no
n9297193992,Vayanashala,9.9984807,76.2468204,,,no
n9297193998,Naduchira Paalam,9.9966366,76.2471835,,,no
n9297193999,Booth,9.9941216,76.2470993,,,yes
n9297194000,Vallarpadam Church,9.9907242,76.2496089,,,no
n9297289171,Vallarpadam Junction,9.9871691,76.2535393,,,no
n9297289172,Vallarpadam Church,9.9907021,76.2499478,,,yes
n9297289173,Booth,9.994005,76.2471946,,,no
n9297289174,Naduchira Paalam,9.9966865,76.2472167,,,no
n9297289175,Vayanashala,9.998521,76.2468683,,,no
n9297289176,Karthedam Bank,10.000648,76.2461914,,,no
n9297289177,Adikandath Temple,10.0019664,76.245999,,,no
n9297289178,Compression Mukku,10.0042566,76.2450262,,,no
n9297289179,Padakkad,10.007137,76.2442232,,,no
n9297289180,Ambalam,10.0093527,76.2429865,,,yes
n9297289181,Panambukad,10.0114722,76.2418918,,,no
n9300383986,Vypin Jetty,9.9738817,76.2446089,,,
n9300383987,Fort Kochi Junkar Jetty,9.9686059,76.2450682,,,
n9300383988,Fort Kochi,9.9691159,76.2518633,,,
n9300383994,Embarkation Jetty,9.9700962,76.2621925,,,
n9300384000,Ernakulam,9.972617,76.2780701,,,
n9300384001,Ernakulam,9.9722927,76.2782358,,,
n9300974347,Chakkaraparambu,9.9892625,76.3157384,,,yes
n9300974351,Pipeline,10.0048828,76.3118398,,,no
n9300974353,Palarivattom,10.0026676,76.3062671,,,yes
n9300974354,Janatha,10.0014252,76.3016112,,,no
n9300974355,Janatha,9.9679405,76.3129751,,,no
n9300974358,Town Hall,9.9911478,76.2879309,,,no
n9300974362,Manorama Junction,9.9655936,76.2946941,,,yes
n9300974365,Vyttila Devaswom Board,9.9666641,76.3193125,,,no
n9301209740,Kumbalangi,9.8513478,76.294072,,,yes
n9301209741,Kumbalangi South,9.8540837,76.2939187,,,no
n9301209742,NKN Hospital,9.8585227,76.2928867,,,no
n9301209743,Pazhangadu,9.8630012,76.2920572,,,no
n9301209744,Priyadarshini,9.8690473,76.2909199,,,yes
n9301209747,Illikal,9.8829903,76.2869864,,,no
n9301209748,Old Post Office,9.8878959,76.2860852,,,no
n9301209749,Kumbalagi North,9.8914905,76.2852441,,,no
n9301209750,Koyabazar,9.8939498,76.2845993,,,no
n9301209751,North Kumbalangi,9.8983911,76.2836445,,,no
n9301209752,Perumpadappu,9.9025165,76.282087,,,yes
n9301209753,Koventha Junction,9.9093168,76.280073,,,yes
n9301209755,Ajantha,9.9522166,76.2477994,,,no
n9309110535,Janatha,10.0014314,76.3025111,,,no
n9309110549,Karakkat Junction,9.9703912,76.287154,,,no
n9309110550,Palarivattom,10.0023888,76.3063722,,,
n9309110551,Palarivattom,10.0023118,76.3062474,,,
n9309110552,Pipeline Junction,9.996657,76.3078902,,,no
n9309110553,Pallinda,9.9927925,76.3085953,,,no
n9309110554,Thammanam Junction,9.9860657,76.3109004,,,yes
n9310003823,Maharajas Hostel,9.9720822,76.2842681,,,no
n9310076225,Government School Pady,9.975507,76.242148,,,no
n9310076226,Government School Pady,9.9756316,76.242153,,,no
n9310076227,Malippuram,10.0207244,76.2248492,,,no
n9310076228,Malippuram,10.0213513,76.2247882,,,no
n9310410935,Kumbalangi Vazhi,9.9137319,76.2789278,,,yes
n9310410936,Kumbalangi Vazhi,9.9139269,76.2789258,,,no
n9310410937,Kumbalangi Vazhi,9.9138435,76.278784,,,no
n9310410938,Convent School,9.9122866,76.2791947,,,no
n9310410939,Convent School,9.9123355,76.279263,,,no
n9310410941,Koventha Junction,9.9092824,76.2800127,,,no
n9310410946,Mattiyambalam,9.9055365,76.2810199,,,no
n9310410947,Mattiyambalam,9.9055173,76.2811071,,,no
n9310410948,Perumpadappu,9.9032126,76.2817529,,,no
n9310410949,North Kumbalangi,9.8983978,76.2835425,,,no
n9310410950,St Joseph Church,9.8962034,76.2841138,,,yes
n9310410951,St Joseph Church,9.8963064,76.2841809,,,no
n9310410958,Koyabazar,9.8938993,76.2845255,,,no
n9310410959,Kumbalagi North,9.8914445,76.2851371,,,no
n9310410960,Ettungal,9.8892421,76.2853973,,,no
n9310410961,Ettungal,9.8893042,76.2854885,,,no
n9310410962,Old Post Office,9.8878192,76.286049,,,no
n9310410963,Compression Mukk,9.8856366,76.286611,,,no
n9310410964,Compression Mukk,9.8856921,76.2867317,,,no
n9310410965,Illikal,9.8828463,76.286847,,,no
n9310410966,Government Hospital,9.8804337,76.2872869,,,no
n9310410967,Government Hospital,9.8804919,76.2874129,,,no
n9310410968,Pooppana Kunnu,9.8765731,76.2886119,,,no
n9310410969,Pooppana Kunnu,9.8765943,76.2887299,,,no
n9310410970,Convent Junction,9.8734894,76.2897679,,,no
n9310410971,Convent Junction,9.873566,76.2896204,,,no
n9310410972,SNDP,9.8709076,76.2903848,,,no
n9310410973,SNDP,9.8710186,76.2904894,,,no
n9310410981,Priyadarshini,9.8689998,76.2908193,,,no
n9310410983,Malattu,9.865435,76.2915221,,,no
n9310410984,Malattu,9.8655512,76.2916696,,,no
n9310410985,Pazhangadu,9.8629298,76.2919164,,,no
n9310410986,Chathayam,9.8554988,76.2934399,,,no
n9310410987,Chathayam,9.8555491,76.2935445,,,no
n9310410988,Pazhangadu Junction,9.8611557,76.2924561,,,no
n9310410989,Pazhangadu Junction,9.8610679,76.2923901,,,no
n9310410990,NKN Hospital,9.858479,76.2927467,,,no
n9310410991,Kumbalangi South,9.8541028,76.2937533,,,no
n9310410992,Kumbalangi,9.8511419,76.2940301,,,no
n9310410993,Ajantha,9.9521427,76.2476022,,,no
n9310588323,Vyttila Junction,9.9685891,76.3174,,,no
n9310588324,Convent,9.9966237,76.3145006,,,yes
n9310588327,Vytilla Junction,9.9688999,76.3186659,,,no
n9310588330,Ravipuram,9.9589375,76.2888131,,,no
n9318037198,Karothukuzhi,10.1050301,76.3512495,,,no
n9318037199,CPT Junction,9.9358163,76.2716214,,,no
n9318037200,CPT Junction,9.9358363,76.2718836,,,no
n9318037201,Mattancherry Halt,9.9371539,76.2725909,,,no
n9318037202,Airport,9.9366064,76.2759277,,,no
n9318037204,Vathuruthy,9.9374959,76.2792602,,,yes
n9318037205,Town Hall,10.110049,76.3591566,,,yes
n9318037206,Jose Junction,9.9676402,76.2863226,,,no
n9318037207,Mattancherry Halt,9.9368468,76.2725575,,,no
n9318037208,Vathuruthy,9.9372735,76.2791786,,,no
n9318037212,Pallimukku Junction,9.9645837,76.287185,,,no
n9318037213,Maharajas Ground,9.9720637,76.2853396,,,no
n9318037214,Edappally Toll,10.0297021,76.3110553,,,yes
n9318037215,Appolo,10.0608392,76.3230541,,,yes
n9318037216,Thaikkavu,10.0706489,76.3319402,,,no
n9318077918,Companypady,10.0871447,76.3427965,,,no
n9318077919,Garage KSRTC,10.0925035,76.3458999,,,yes
n9318077920,Pulinchodu,10.0991349,76.3475561,,,no
n9318077921,Government Hospital,10.1053951,76.3545426,,,yes
n9318077922,Aluva KSRTC,10.1067689,76.3558549,,,no
n9318077923,Pump Junction,10.1076107,76.3601773,,,yes
n9318077924,Bank Junction,10.1126713,76.3533416,,,yes
n9318077926,Aluva,10.1085363,76.3508164,,,yes
n9318077927,Aluva,10.108175,76.3508646,,,yes
n9318964492,Karothukuzhi,10.1056252,76.3507601,,,no
n9318964493,Old Railway,10.1076823,76.3569215,,,no
n9318964494,Zeenath Junction,10.1052287,76.358531,,,no
n9318964495,Bank Junction,10.1113991,76.3515284,,,yes
n9318964496,Bypass,10.1108935,76.350415,,,no
n9318964497,Thottakkattukara,10.1138436,76.3464557,,,no
n9318964498,Paravoor Kavala,10.1201148,76.3427174,,,yes
n9318964499,Seminari Padi,10.1239811,76.3400506,,,yes
n9318964500,Seminari Padi,10.1244643,76.3397845,,,yes
n9318964501,Kunnumpuram,10.1300072,76.3452575,,,no
n9318964502,Desham,10.1300083,76.3517375,,,no
n9318964503,Parambayam,10.1354979,76.3533765,,,yes
n9318964504,Kottayi,10.1424584,76.3528883,,,yes
n9318964505,Kottayi,10.1430208,76.3530077,,,yes
n9318964506,Nedumbassery post office,10.1466202,76.3535428,,,yes
n9318964507,Nedumbassery post office,10.146774,76.3534637,,,yes
n9318964508,Pharmacy,10.1519488,76.3546177,,,yes
n9318964509,Pharmacy,10.1516578,76.3542368,,,yes
n9318964511,Athani,10.1561844,76.3541,,,no
n9318964512,KSEB,10.1540131,76.3501216,,,no
n9318964513,KSEB,10.1540494,76.3501662,,,yes
n9318964514,Puthanthodu,10.1536692,76.3482153,,,no
n9318964515,Puthanthodu,10.1537356,76.3483507,,,yes
n9318964516,Palli,10.1531059,76.3432834,,,no
n9318978717,Palli,10.1531689,76.3431606,,,yes
n9318978718,Aspathri Padi,10.1545295,76.3356592,,,yes
n9318978719,Aspathri Padi,10.1544904,76.3357643,,,yes
n9318978720,Palapprassery,10.1559102,76.330923,,,no
n9318978721,Chunkam,10.156693,76.3265958,,,no
n9318978722,Thadikkan Kadavu,10.1562368,76.3230044,,,no
n9318978723,Thadikkan Kadavu,10.1561292,76.3227942,,,no
n9318978724,Aduvasseri,10.1560675,76.3196252,,,no
